title,description,content_text,content_rich,dimension,indicators_code_names,indicators_names,further_references,contact_info,country,lang,show_author,version,created_at,created_by,updated_at,updated_by,survey_stoplight_dimension_id,application_id,organization_id,type,stoplight_type,dimensions_names,stoplight_types,original_lang
Inscripción al Registro Cívico Permanente para ejercer el voto,"Estar inscripto/a en el Registro Cívico Permanente es una tarea cívica de los ciudadanos del país. Por lo tanto, es necesario verificar o actualizar los datos en las Oficinas del Registro Electoral.","La Fundación Paraguaya promueve la inscripción al Registro Cívico Permanente de colaboradores y sus familias.
Implementación: Revisar datos en https://rcpe.tsje.gov.py/. Si no está registrado, acudir a la Oficina del Registro Electoral más cercana. Desde los 18 años, inscripción automática según la Ley N.º 4.559/2012.
Resultados: Derecho al voto en elecciones generales y municipales.
Recomendaciones: Informar sobre plazos de inscripción y traslados antes del vencimiento.
Desafíos: Traslado de colaboradores del interior para cambios de ciudad o votación.
","La Fundación Paraguaya promueve la inscripción al Registro Cívico Permanente de colaboradores y sus familias. Implementación: Revisar datos en https://rcpe.tsje.gov.py/. Si no está registrado, acudir a la Oficina del Registro Electoral más cercana. Desde los 18 años, inscripción automática según la Ley N.º 4.559/2012. Resultados: Derecho al voto en elecciones generales y municipales. Recomendaciones: Informar sobre plazos de inscripción y traslados antes del vencimiento. Desafíos: Traslado de colaboradores del interior para cambios de ciudad o votación.",,"{registeredToVoteAndVotesInElections,influenceInPublicSector}","{Vota,Incidencia}",,"Oficinas del Registro Electoral de cada distrito
https://www.tsje.gov.py/
Tel.: (021) 61 80 111
",PY,es_PY,True,1,2024-03-21 13:53:52,heroeshub,2025-02-05 14:31:20,heroeshub,,88,,MANAGEMENT,,"{""Organización y Participación""}",{POVERTY},es_PY
Licencia médica compartida,Donar horas de vacaciones,"La licencia médica compartida permite a los empleados donar horas de vacaciones a otros empleados que han agotado su licencia disponible pero no pueden regresar a trabajar por emergencias médicas.
La licencia médica compartida permite a los empleados donar horas de vacaciones a otros empleados que han agotado su licencia disponible pero que no pueden regresar al trabajo por emergencias médicas.",La licencia médica compartida permite a los empleados donar horas de vacaciones a otros empleados que han agotado su licencia disponible pero no pueden regresar a trabajar por emergencias médicas. La licencia médica compartida permite a los empleados donar horas de vacaciones a otros empleados que han agotado su licencia disponible pero que no pueden regresar al trabajo por emergencias médicas.,,"{accessToHealthServices,childCare,wellbeingForThoseICareFor,vacations,entertainmentAndRecreation}","{""Access to Health Services"",Childcare,""Adult Care"",Vacations,Recreation}",,Online & Paper Forms,US,es_PY,True,2,2024-07-23 12:50:15,zachrycorporation_hub,2024-12-09 14:17:41,zachrycorporation_hub,,112,,INDIVIDUAL,,"{""Health and Environment"",""Education and Culture"",""Housing and Infrastructure""}",{POVERTY},en_US
¡Técnica de la Tortuga!,"El autocontrol de la conducta impulsiva.
¨La Técnica de la Tortuga¨","8 Técnicas a tener en cuenta
Detenerse STOP: Cuando te encuentres en una situación conflictiva o estresante, detente por un momento en lugar de reaccionar de inmediato. Respirar Profundamente: Toma varias respiraciones profundas y lentas para calmarte y reducir la tensión emocional. Observar la Situación: Trata de identificar los factores que están contribuyendo al conflicto la tensión, así como las emociones involucradas. Reconocer tus Sentimientos: Acepta tus sentimientos sin juzgarte a ti mismo. Pensar en las opciones; Considerar las diferentes opciones disponibles para responder a la situación de manera constructiva. Elegir una respuesta: Elige la opción que creas que es la más adecuada para la situación y que te ayude a manejar el conflicto de manera positiva. Actuar con calma y decisión: Una vez que hayas elegido tu respuesta. actúa con calma y decisión.Evaluar y ajustar si es necesario: Aprender de la experiencia y ajusta un enfoque según sea necesario en el presente o futuro.","8 Técnicas a tener en cuenta Detenerse STOP : Cuando te encuentres en una situación conflictiva o estresante, detente por un momento en lugar de reaccionar de inmediato. Respirar Profundamente: Toma varias respiraciones profundas y lentas para calmarte y reducir la tensión emocional. Observar la Situación: Trata de identificar los factores que están contribuyendo al conflicto la tensión, así como las emociones involucradas. Reconocer tus sentimientos: Acepta tus sentimientos sin juzgarte a ti mismo. Pensar en las opciones; Considerar las diferentes opciones disponibles para responder a la situación de manera constructiva. E legir una Respuesta: Elige la opción que creas que es la más adecuada para la situación y que te ayudará a manejar el conflicto de manera positiva. Actuar con calma y decisión: Una vez que hayas elegido tu respuesta. Actúa con calma y decisión. Evaluar y ajustar si es necesario: Aprender de la experiencia y ajustar un enfoque según sea necesario en el presente o futuro.",,"{emotionalWellbeing,selfEsteem}","{""Bienestar Emocional"",Autoconfianza}",,,PY,es_PY,True,1,2024-11-21 1:13:26,alcanza_mentor3,,,,105,1062.0,FACILITATION,,"{""Interioridad y Motivación""}",{POVERTY},en_US
Manejo adecuado de residuos,"La separación de origen implica seleccionar los materiales que se pueden reciclar o reutilizar de los que no se pueden, y que se consideran como residuos o basura.","Envío de gráficas informativas sobre prevención, protección e inversión. La gestión adecuada de residuos es crucial para el medio ambiente y la salud pública en Asunción.
Implementación: Enviar gráficas informativas a colaboradores sobre la separación de residuos en origen (orgánicos, papel, vidrio, plástico, metal, peligrosos, electrónicos). Establecer puntos de recolección y asegurar separación adecuada.
Resultados: Reducir basura, contaminación y costos de manejo de residuos, promover prácticas sostenibles.
Recomendaciones: Campañas de concientización y capacitación.
Beneficios: Menor generación de residuos, ahorro y contribución positiva al medio ambiente.
Desafíos: Cambio de hábitos y compromiso constante de los colaboradores y sus familias.
","Envío de gráficas informativas sobre prevención, protección e inversión. La gestión adecuada de residuos es crucial para el medio ambiente y la salud pública en Asunción. Implementación: Enviar gráficas informativas a colaboradores sobre la separación de residuos en origen (orgánicos, papel, vidrio, plástico, metal, peligrosos, electrónicos). Establecer puntos de recolección y asegurar separación adecuada. Resultados: Reducir basura, contaminación y costos de manejo de residuos, promover prácticas sostenibles. Recomendaciones: Campañas de concientización y capacitación. Beneficios: Menor generación de residuos, ahorro y contribución positiva al medio ambiente. Desafíos: Cambio de hábitos y compromiso constante de los colaboradores y sus familias.",,{garbageDisposal},{Basura},,"Rodrigo Alonso – 0974725128
E-mail: heroes@fundaciónparaguaya.org.py
",PY,es_PY,True,1,2024-08-30 12:42:22,heroeshub,2025-02-05 13:23:31,heroeshub,,88,,FACILITATION,,"{""Salud y Medio Ambiente""}",{POVERTY},es_PY
Portal de Servicios de Vivienda,"El Directorio de Recursos Comunitarios de San Antonio (SACRD, por sus siglas en inglés) es un directorio de servicios humanos","El Directorio de Recursos Comunitarios de San Antonio (SACRD, por sus siglas en inglés) es un directorio de servicios humanos, que incluye organizaciones sin fines de lucro, congregaciones, agencias gubernamentales y grupos compasivos en San Antonio y sus alrededores.
Si necesita ayuda con su situación de vivienda, visite la sección de Servicios de Vivienda de SACRD para buscar varios recursos según su código postal. 
Puede seguir algunas indicaciones para reducir la lista a aquellos que mejor se adapten a sus necesidades o utilizar los filtros disponibles. Estos filtros incluyen opciones para encontrar vivienda, pagar la vivienda, educación para la vivienda, servicios de atención, apoyo legal y de defensa, reparación y mantenimiento, tareas de vivienda e incentivos. Estas categorías le ayudarán a encontrar el tipo específico de asistencia que necesita.
 
The San Antonio Community Resource Directory (SACRD) is a directory of human services, including nonprofit organizations, congregations, government agencies, and compassionate groups in and around San Antonio.
If you need help with your housing situation, visit SACRD's Housing Service section to search for various resources based on your ZIP code.
You can follow a few prompts to narrow down the list to those that best match your needs or use the available filters. These filters include options for finding housing, paying for housing, housing education, care services, legal and advocacy support, repair and maintenance, homemaking, and incentives. These categories will help you find the specific type of assistance you need.
","El Directorio de Recursos Comunitarios de San Antonio (SACRD, por sus siglas en inglés) es un directorio de servicios humanos, que incluye organizaciones sin fines de lucro, congregaciones, agencias gubernamentales y grupos compasivos en San Antonio y sus alrededores. Si necesita ayuda con su situación de vivienda, visite la sección de Servicios de Vivienda de SACRD para buscar varios recursos según su código postal. Puede seguir algunas indicaciones para reducir la lista a aquellos que mejor se adapten a sus necesidades o utilizar los filtros disponibles. Estos filtros incluyen opciones para encontrar vivienda, pagar la vivienda, educación para la vivienda, servicios de atención, apoyo legal y de defensa, reparación y mantenimiento, tareas de vivienda e incentivos. Estas categorías le ayudarán a encontrar el tipo específico de asistencia que necesita. The San Antonio Community Resource Directory (SACRD) is a directory of human services, including nonprofit organizations, congregations, government agencies, and compassionate groups in and around San Antonio. If you need help with your housing situation, visit SACRD's Housing Service section to search for various resources based on your ZIP code. You can follow a few prompts to narrow down the list to those that best match your needs or use the available filters. These filters include options for finding housing, paying for housing, housing education, care services, legal and advocacy support, repair and maintenance, homemaking, and incentives. These categories will help you find the specific type of assistance you need.",,{stableHousing},"{""Vivienda estable""}",,,US,es_PY,True,1,2024-10-19 19:46:11,zachrycorporation_hub,2024-12-11 14:37:25,zachrycorporation_hub,,112,,MANAGEMENT,,"{""Vivienda e Infraestructura""}",{POVERTY},es_PY
Sentí que se puede tu Club,Sentí que se puede Tu Club es una membresía a través de la cual la Fundación Paraguaya brinda servicios a los colaboradores para que puedan mejorar y dignificar sus vidas.,"La Fundación Paraguaya creó en 2010 el programa Sentí que se puede Tu Club para ofrecer servicios no financieros a colaboradores y clientes, mejorando indicadores del Semáforo de Eliminación de Pobreza. Con esta tarjeta, acceden a servicios médicos, cine, eventos de capacitación, esparcimiento, seguros, entre otros.
Resultados: Mejor calidad de vida y acceso a servicios.
Recomendaciones: Difundir beneficios y realizar encuestas de satisfacción.
Desafíos: Ampliar servicios y promoción constante.
","La Fundación Paraguaya creó en 2010 el programa Sentí que se puede Tu Club para ofrecer servicios no financieros a colaboradores y clientes, mejorando indicadores del Semáforo de Eliminación de Pobreza. Con esta tarjeta, acceden a servicios médicos, cine, eventos de capacitación, esparcimiento, seguros, entre otros. Resultados: Mejor calidad de vida y acceso a servicios. Recomendaciones: Difundir beneficios y realizar encuestas de satisfacción. Desafíos: Ampliar servicios y promoción constante.",,{insurance},{Seguros},,"clubdeclientes@fundacionparaguaya.org.py
0800 117600
https://www.sentiquesepuedetuclub.com.py
",PY,es_PY,True,1,2024-08-30 12:48:20,heroeshub,2025-02-05 14:34:28,heroeshub,,88,,MANAGEMENT,,"{""Salud y Medio Ambiente""}",{POVERTY},es_PY
Gimnasio de la ciudad de San Antonio,Programas y clases de fitness en San Antonio.,"La Ciudad de San Antonio ofrece varios programas y clases de acondicionamiento físico a través de su Departamento de Parques y Recreación.
Sus iniciativas incluyen ""Fitness in the Park"", que ofrece clases de ejercicio gratuitas en toda la ciudad, ""Get Fit SA"", una iniciativa de acondicionamiento físico holístico para todos los niveles, y ""Mobile Fit"", que ofrece clases y actividades de acondicionamiento físico gratuitas en eventos, y el “Enrique Barrera Community Fitness Center” que ofrece una variedad de equipos y clases de acondicionamiento físico. Además, la ciudad ofrece estaciones de ejercicios al aire libre y videos destacados de ejercicios en su canal de YouTube.
Estos programas tienen como objetivo llevar los beneficios de la salud y el fitness a los residentes de la ciudad.
Para obtener más información, visite el sitio web de la ciudad de San Antonio.
Gimnasio de la ciudad de San Antonio
La ciudad de San Antonio ofrece varios programas y clases de acondicionamiento físico a través de su Departamento de Parques y Recreación.
Sus iniciativas incluyen ""Fitness in the Park"", que ofrece clases gratuitas de gimnasia en toda la ciudad, ""Get Fit SA"", una iniciativa de acondicionamiento físico holístico para todos los niveles, y ""Mobile Fit"", que ofrece clases gratuitas de acondicionamiento físico y actividades en eventos, y el “Enrique Barrera Community Fitness Center”, que ofrece una variedad de equipos y clases de acondicionamiento físico. Además, la ciudad ofrece estaciones de fitness al aire libre y vídeos de fitness destacados en su canal de YouTube.
Estos programas tienen como objetivo llevar los beneficios de la salud y el estado físico a los residentes de la ciudad. Para más información visite el sitio web de la Ciudad de San Antonio","La Ciudad de San Antonio ofrece varios programas y clases de acondicionamiento físico a través de su Departamento de Parques y Recreación. Sus iniciativas incluyen ""Fitness in the Park"", que ofrece clases de ejercicio gratuitas en toda la ciudad, ""Get Fit SA"", una iniciativa de acondicionamiento físico holístico para todos los niveles, y ""Mobile Fit"", que ofrece clases y actividades de acondicionamiento físico gratuitas en eventos, y el “Enrique Barrera Community Fitness Center”, que ofrece una variedad de equipos y clases de acondicionamiento físico. Además, la ciudad ofrece estaciones de ejercicios al aire libre y presenta videos de ejercicios en su canal de YouTube. Estos programas tienen como objetivo llevar los beneficios de la salud y el fitness a los residentes de la ciudad. Para obtener más información, visite el sitio web de la Ciudad de San Antonio Gimnasio de la ciudad de San Antonio La ciudad de San Antonio ofrece varios programas y clases de acondicionamiento físico a través de su Departamento de Parques y Recreación. Sus iniciativas incluyen ""Fitness in the Park"", que ofrece clases gratuitas de gimnasia en toda la ciudad, ""Get Fit SA"", una iniciativa de acondicionamiento físico holístico para todos los niveles, y ""Mobile Fit"", que ofrece clases gratuitas de acondicionamiento físico y actividades en eventos, y el “Enrique Barrera Community Fitness Center”, que ofrece una variedad de equipos y clases de acondicionamiento físico. Además, la ciudad ofrece estaciones de fitness al aire libre y vídeos de fitness destacados en su canal de YouTube. Estos programas tienen como objetivo llevar los beneficios de la salud y el estado físico a los residentes de la ciudad. Para más información visite el sitio web de la Ciudad de San Antonio",,{physicalActivity},"{""Physical Activity""}",,sa.gov/Directory/Departments/Parks/Programs-Classes/Fitness,US,es_PY,True,1,2024-08-02 13:30:18,zachrycorporation_hub,2024-12-06 18:57:38,zachrycorporation_hub,,112,,INDIVIDUAL,,"{""Health and Environment""}",{POVERTY},en_US
Carreras de Zachry,Las ofertas de trabajo de Zachry pueden ayudar a buscar disponibilidad de empleo y empleo.,"Zachry Construction Corporation siempre está buscando personas talentosas para unirse a sus operaciones de construcción en expansión. Desde trabajos en el campo hasta el departamento de recursos humanos y todo lo demás, conozca los tipos de puestos que ofrecen.
Al unirse a este equipo, trabajará junto a profesionales que valoran el trabajo en equipo y se esfuerzan por ofrecer los mejores resultados en todos sus esfuerzos. No solo contribuirá a proyectos impactantes, sino que también construirá relaciones duraderas con un equipo capacitado y comprensivo.
Explorando oportunidades profesionales
Para explorar las oportunidades profesionales disponibles en Zachry Construction Corporation, visite su página de Carreras: Zachry Construction Career Opportunities
Buscar puestos disponibles: verá una lista de puestos vacantes actuales. Puede filtrar las listas de trabajos por ubicación, tipo de trabajo o categoría. Seleccione un trabajo: una vez que encuentre un puesto que le interese, haga clic en el título del trabajo para ver una descripción detallada del trabajo, sus calificaciones y responsabilidades. Asegúrese de revisar los requisitos detenidamente para asegurarse de que sus habilidades y experiencia se alineen con el puesto. Envíe su solicitud: si encuentra un puesto adecuado, haga clic en el botón ""Aplicar"". Esto lo dirigirá al portal de solicitud en línea, donde se le pedirá que cree una cuenta si aún no tiene una. Complete la solicitud: siga las instrucciones para completar el formulario de solicitud, cargue su currículum y proporcione cualquier otro documento o información requerido. Espere el seguimiento: después de enviar su solicitud, el equipo de contratación de Zachry la revisará y, si sus calificaciones coinciden con sus necesidades, se comunicarán con usted para conocer los siguientes pasos en el proceso de contratación, como entrevistas o evaluaciones. recibir consideración para el empleo sin distinción de raza, color, sexo, orientación sexual, identidad de género, religión, origen nacional, discapacidad, condición de veterano u otra condición legalmente protegida. 
 
Zachry Construction Corporation siempre está buscando personas talentosas para unirse a sus operaciones de construcción en expansión. Desde trabajos en el campo hasta el departamento de recursos humanos y todo lo demás, conozca los tipos de puestos que ofrecen.
Al unirte a este equipo, trabajarás junto a profesionales que valoran el trabajo en equipo y se esfuerzan por ofrecer los mejores resultados en todos sus esfuerzos. No solo contribuirás a proyectos impactantes, sino que también construirás relaciones duraderas con un equipo capacitado y de apoyo.
Explorando Oportunidades de Carrera
Para explorar las oportunidades de carrera disponibles en Zachry Construction Corporation, visite su página de Carreras: Zachry Construction Career Opportunities
Buscar puestos disponibles: Verás una lista de las ofertas de trabajo actuales. Puede filtrar las ofertas de empleo por ubicación, tipo de trabajo o categoría. Seleccione un trabajo: Una vez que encuentre un puesto que le interese, haga clic en el título del trabajo para ver una descripción detallada del trabajo, las calificaciones y las responsabilidades. Asegúrate de revisar los requisitos cuidadosamente para asegurarte de que tus habilidades y experiencia se alinean con el puesto. Envíe su solicitud: Si encuentra un puesto adecuado, haga clic en el botón ""Aplicar"". Esto lo dirigirá al portal de solicitud en línea, donde se le pedirá que cree una cuenta si aún no tiene una. Complete la solicitud: Siga las instrucciones para completar el formulario de solicitud, cargue su currículum vitae y proporcione cualquier otro documento o información requerida. evaluaciones.Todos los solicitantes calificados recibirán consideración para el empleo sin distinción de raza, color, sexo, orientación sexual, identidad de género, religión, origen nacional, discapacidad, estado de veterano u otro estado legalmente protegido.","Zachry Construction Corporation siempre está buscando personas talentosas para unirse a sus operaciones de construcción en expansión. Desde trabajos en el campo hasta el departamento de recursos humanos y todo lo demás, conozca los tipos de puestos que ofrecen. Al unirse a este equipo, trabajará junto a profesionales que valoran el trabajo en equipo y se esfuerzan por ofrecer los mejores resultados en todos sus esfuerzos. No solo contribuirá a proyectos impactantes, sino que también construirá relaciones duraderas con un equipo capacitado y comprensivo. Exploración de oportunidades profesionales Para explorar las oportunidades profesionales disponibles en Zachry Construction Corporation, visite su página de Carreras: Zachry Construction Career Opportunitie s Búsqueda de puestos disponibles: verá una lista de las vacantes laborales actuales. Puede filtrar ofertas de trabajo por ubicación, tipo de trabajo o categoría. Seleccione un trabajo: una vez que encuentre un puesto que le interese, haga clic en el título del trabajo para ver una descripción detallada del trabajo, sus calificaciones y responsabilidades. Asegúrese de revisar los requisitos detenidamente para asegurarse de que sus habilidades y experiencia se alineen con el puesto. Envíe su solicitud: si encuentra un puesto adecuado, haga clic en el botón ""Aplicar"". Esto lo dirigirá al portal de solicitud en línea, donde se le pedirá que cree una cuenta si aún no tiene una. Complete la solicitud: siga las instrucciones para completar el formulario de solicitud, cargue su currículum y proporcione cualquier otro documento o información requerido. Espere el seguimiento: después de enviar su solicitud, el equipo de contratación de Zachry la revisará y, si sus calificaciones coinciden con sus necesidades, se comunicarán con usted para conocer los siguientes pasos del proceso de contratación, como entrevistas o evaluaciones. Todos los solicitantes calificados recibirán consideración para el empleo sin distinción de raza, color, sexo, orientación sexual, identidad de género, religión, origen nacional, discapacidad, condición de veterano u otra condición legalmente protegida. Zachry Construction Corporation siempre está buscando personas talentosas para unirse a sus operaciones de construcción en expansión. Desde trabajos en el campo hasta el departamento de recursos humanos y todo lo demás, conozca los tipos de puestos que ofrecen. Al unirte a este equipo, trabajarás junto a profesionales que valoran el trabajo en equipo y se esfuerzan por ofrecer los mejores resultados en todos sus esfuerzos. No solo contribuirás a proyectos impactantes, sino que también construirás relaciones duraderas con un equipo capacitado y de apoyo. Explorando Oportunidades de Carrera Para explorar las oportunidades de carrera disponibles en Zachry Construction Corporation, visite su página de Carreras: Zachry Construction Career Opportunitie s Buscar puestos disponibles: Verás una lista de las ofertas de trabajo actuales. Puede filtrar las ofertas de empleo por ubicación, tipo de trabajo o categoría. Seleccione un trabajo: Una vez que encuentre un puesto que le interese, haga clic en el título del trabajo para ver una descripción detallada del trabajo, las calificaciones y las responsabilidades. Asegúrate de revisar los requisitos cuidadosamente para asegurarte de que tus habilidades y experiencia se alinean con el puesto. Envíe su solicitud: Si encuentra un puesto adecuado, haga clic en el botón ""Aplicar"". Esto lo dirigirá al portal de solicitud en línea, donde se le pedirá que cree una cuenta si aún no tiene una. Complete la solicitud: Siga las instrucciones para completar el formulario de solicitud, cargue su currículum vitae y proporcione cualquier otro documento o información requerida. Espere el seguimiento: Después de enviar su solicitud, el equipo de contratación de Zachry la revisará y, si sus calificaciones coinciden con sus necesidades, se comunicarán con usted para los próximos pasos en el proceso de reclutamiento, como entrevistas o evaluaciones. Todos los solicitantes calificados recibirán consideración para el empleo sin distinción de raza, color, sexo, orientación sexual, identidad de género, religión, origen nacional, discapacidad, estado de veterano u otro estado legalmente protegido.",,{unemployment},{Employment},,zachryconstructioncorp.com/careers,US,es_PY,True,1,2024-09-11 18:07:33,zachrycorporation_hub,2024-12-09 15:32:01,zachrycorporation_hub,,112,,INDIVIDUAL,,"{""Income and Employment""}",{POVERTY},en_US
Confianza en mí mismo/a,"Materiales para el fortalecimiento de la autoconfianza mediante dinámicas, identificación de  pensamientos negativos y cultivar una mentalidad positiva hacia ellos mismos y su entorno.","Confianza en mí mismo/a
La confianza en uno mismo es un pilar esencial para el desarrollo personal y académico de los estudiantes. Este indicador se refiere a la capacidad de los jóvenes para creer en sus habilidades, reconocer sus logros y enfrentar los desafíos con una actitud positiva y resiliente. Fomentar la autoconfianza es especialmente crucial durante la adolescencia, una etapa en la que la valoración personal y la formación de la identidad están en pleno proceso de construcción.
En este material, abordaremos los siguientes temas:
Espejo de afirmaciones: Técnica para fortalecer la autoconfianza a través de la repetición de afirmaciones positivas frente al espejo.Diario de gratitud: Herramienta para cultivar una mentalidad positiva al centrarse en las cosas por las que uno se siente agradecido.Identificación de patrones de pensamiento negativo: Estrategias para reconocer y transformar pensamientos autocríticos que afectan la confianza en uno mismo.Certificado de reconocimiento: Un ejercicio para reforzar el sentido de logro y valía personal mediante el reconocimiento de éxitos y esfuerzos.Para el desarrollo del taller se necesita 90 minutos. Los materiales incluidos son:
Una guía del facilitador para una mejor comprensión de la presentación.El plan de desarrollo de la clase.Una presentación en PowerPointPlantillas descargables para compartir con los estudiantes 
","Confianza en mí mismo/a La confianza en uno mismo es un pilar esencial para el desarrollo personal y académico de los estudiantes. Este indicador se refiere a la capacidad de los jóvenes para creer en sus habilidades, reconocer sus logros y enfrentar los desafíos con una actitud positiva y resiliente. Fomentar la autoconfianza es especialmente crucial durante la adolescencia, una etapa en la que la valoración personal y la formación de la identidad están en pleno proceso de construcción. En este material, abordaremos los siguientes temas: Espejo de afirmaciones: Técnica para fortalecer la autoconfianza a través de la repetición de afirmaciones positivas frente al espejo. Diario de gratitud: Herramienta para cultivar una mentalidad positiva al centrarse en las cosas por las que uno se siente agradecido. Identificación de patrones de pensamiento negativo: Estrategias para reconocer y transformar pensamientos autocríticos que afectan la confianza en uno mismo. Certificado de reconocimiento: Un ejercicio para reforzar el sentido de logro y valía personal mediante el reconocimiento de éxitos y esfuerzos. Para el desarrollo del taller se necesita 90 minutos. Los materiales incluidos son: Una guía del facilitador para una mejor comprensión de la presentación. El plan de desarrollo de la clase. Una presentación en PowerPoint Plantillas descargables para compartir con los estudiantes",,{edu_selfConfidence},"{""Confianza en mí mismo""}",,Olga Medina: omedina@fundacionparaguaya.org.py,PY,es_PY,True,1,2024-08-21 20:52:58,hubeducativo,2024-08-21 21:10:44,hubeducativo,,36,,FACILITATION,,"{""Interioridad, Motivación y Participación""}",{EDUCATIONAL},es_PY
Concurso Escuela Emprendedora,Cursos de emprendedurismo,"En este desafío, escuelas públicas desarrollan cursos de desarrollo productivo que enseñan emprendedurismo y capacidad de generación de ingresos a ser invertidas en la mejora de la infraestructura de las escuelas.
","En este desafío, escuelas públicas desarrollan cursos de desarrollo productivo que enseñan emprendedurismo y capacidad de generación de ingresos a ser invertidas en la mejora de la infraestructura de las escuelas.",Interioridad y Motivación,{entrepreneurialSpirit},{Emprendedurismo},,info@povertystoplight.org,PY,es_PY,True,1,2020-10-06 0:57:02,admin,2020-11-17 20:39:21,vickyperoni,6.0,15,,MANAGEMENT,,"{""Interioridad y Motivación""}",,es_PY
Beneficios de farmacia: Prime Therapeutics,Administre fácilmente sus medicamentos,"Utilice MyPrime.com para ahorrar dinero en medicamentos para usted y su familia. Facilitan la comparación de costos de medicamentos y la búsqueda de la farmacia más cercana en su red.
La cobertura de medicamentos recetados está incluida en ambos planes médicos y es administrada por Prime Therapeutics. 
Utilice MyPrime.com para ahorrar dinero en medicamentos para usted y su familia. Facilitan la comparación de los costos de los medicamentos y la búsqueda de la farmacia más cercana de su red.
La cobertura de medicamentos recetados está incluida en ambos planes médicos y es administrada por Prime Therapeutics.",Utilice MyPrime.com para ahorrar dinero en medicamentos para usted y su familia. Facilitan la comparación de costos de medicamentos y la búsqueda de la farmacia más cercana en su red. La cobertura de medicamentos recetados está incluida en ambos planes médicos y es administrada por Prime Therapeutics. Utilice MyPrime.com para ahorrar dinero en medicamentos para usted y su familia. Facilitan la comparación de los costos de los medicamentos y la búsqueda de la farmacia más cercana de su red. La cobertura de medicamentos recetados está incluida en ambos planes médicos y es administrada por Prime Therapeutics.,,"{accessToHealthServices,insurance}","{""Access to Health Services"",Beneficiaries}",,800-423-1973/ myprime.com,US,es_PY,True,2,2024-07-23 12:59:33,zachrycorporation_hub,2024-12-09 14:19:32,zachrycorporation_hub,,112,,INDIVIDUAL,,"{""Income and Employment"",""Health and Environment""}",{POVERTY},en_US
Oratoria y Técnicas para la Defensa de Proyectos,Este material de apoyo ha sido diseñado para guiar a los estudiantes en la preparación de una defensa de proyecto eficaz.,"Este material actúa como una guía completa de preparación, diseñada para fortalecer las habilidades de oratoria y organización en los estudiantes. Cada sección está estructurada para que el alumno construya una defensa de proyecto clara, convincente y profesional, cubriendo desde la planificación del contenido hasta el manejo del lenguaje verbal y no verbal.
Elementos Clave del Material de Apoyo:
Estructuración de la Presentación: Incluye recomendaciones para jerarquizar y organizar la información central de la tesis, permitiendo un discurso lógico y atractivo.Simulación y Autoevaluación: Proporciona pautas para ensayos simulados, incentivando al estudiante a autoevaluar su desempeño y fortalecer su confianza en el manejo del contenido.Preparación de Respuestas y Preguntas: Sugiere métodos para prever y responder a posibles preguntas, ayudando a que el alumno pueda defender sus ideas con seguridad y claridad.Mejora de Habilidades Comunicativas: Ofrece consejos prácticos de oratoria, manejo de tono y control de los nervios, fortaleciendo la capacidad de transmitir el mensaje de forma impactante.Nota Final:
Este material tiene como objetivo acompañar al estudiante en su camino hacia una defensa exitosa, brindando una estructura sólida y herramientas para desarrollar una presentación efectiva y confiada, resaltando su esfuerzo y conocimiento.
","Este material actúa como una guía completa de preparación, diseñada para fortalecer las habilidades de oratoria y organización en los estudiantes. Cada sección está estructurada para que el alumno construya una defensa de proyecto clara, convincente y profesional, cubriendo desde la planificación del contenido hasta el manejo del lenguaje verbal y no verbal. Elementos Clave del Material de Apoyo: Estructuración de la Presentación: Incluye recomendaciones para jerarquizar y organizar la información central de la tesis, permitiendo un discurso lógico y atractivo. Simulación y Autoevaluación: Proporciona pautas para ensayos simulados, incentivando al estudiante a autoevaluar su desempeño y fortalecer su confianza en el manejo del contenido. Preparación de Respuestas y Preguntas: Sugiere métodos para prever y responder a posibles preguntas, ayudando a que el alumno pueda defender sus ideas con seguridad y claridad. Mejora de Habilidades Comunicativas: Ofrece consejos prácticos de oratoria, manejo de tono y control de los nervios, fortaleciendo la capacidad de transmitir el mensaje de forma impactante. Nota Final: Este material tiene como objetivo acompañar al estudiante en su camino hacia una defensa exitosa, brindando una estructura sólida y herramientas para desarrollar una presentación efectiva y confiada, resaltando su esfuerzo y conocimiento.",,{edu_selfLearning},"{""Autonomía en el Aprendizaje""}",,,PY,es_PY,True,2,2024-11-07 21:57:11,alcanza_mentor1,2024-11-08 20:18:08,alcanza_mentor1,,105,1062.0,INDIVIDUAL,,"{""Educación y Cultura""}",{POVERTY},es_PY
